game_id,game_date,sport,home_team,away_team,home_score,away_score,status,commence_time,venue
MLB_20210228_KANSASCITYROYALS_TEXASRANGERS,2021-02-28,MLB,Kansas City Royals,Texas Rangers,3.0,2.0,Final,,
MLB_20210228_TAMPABAYRAYS_ATLANTABRAVES,2021-02-28,MLB,Tampa Bay Rays,Atlanta Braves,9.0,7.0,Final,,
MLB_20210228_DETROITTIGERS_PHILADELPHIAPHILLIES,2021-02-28,MLB,Detroit Tigers,Philadelphia Phillies,10.0,2.0,Final,,
MLB_20210228_MINNESOTATWINS_BOSTONREDSOX,2021-02-28,MLB,Minnesota Twins,Boston Red Sox,7.0,6.0,Final,,
MLB_20210228_STLOUISCARDINALS_WASHINGTONNATIONALS,2021-02-28,MLB,St. Louis Cardinals,Washington Nationals,4.0,4.0,Final,,
MLB_20210228_NEWYORKYANKEES_TORONTOBLUEJAYS,2021-02-28,MLB,New York Yankees,Toronto Blue Jays,4.0,6.0,Final,,
MLB_20210228_BALTIMOREORIOLES_PITTSBURGHPIRATES,2021-02-28,MLB,Baltimore Orioles,Pittsburgh Pirates,4.0,6.0,Final,,
MLB_20210228_CHICAGOWHITESOX_MILWAUKEEBREWERS,2021-02-28,MLB,Chicago White Sox,Milwaukee Brewers,2.0,7.0,Final,,
MLB_20210228_COLORADOROCKIES_ARIZONADIAMONDBACKS,2021-02-28,MLB,Colorado Rockies,Arizona Diamondbacks,5.0,2.0,Final,,
MLB_20210228_SEATTLEMARINERS_SANDIEGOPADRES,2021-02-28,MLB,Seattle Mariners,San Diego Padres,5.0,4.0,Final,,
MLB_20210228_HOUSTONASTROS_MIAMIMARLINS,2021-02-28,MLB,Houston Astros,Miami Marlins,1.0,6.0,Final,,
MLB_20210228_OAKLANDATHLETICS_LOSANGELESDODGERS,2021-02-28,MLB,Oakland Athletics,Los Angeles Dodgers,1.0,2.0,Final,,
MLB_20210228_SANFRANCISCOGIANTS_LOSANGELESANGELS,2021-02-28,MLB,San Francisco Giants,Los Angeles Angels,2.0,5.0,Final,,
MLB_20210301_LOSANGELESANGELS_CHICAGOWHITESOX,2021-03-01,MLB,Los Angeles Angels,Chicago White Sox,4.0,4.0,Final,,
MLB_20210301_WASHINGTONNATIONALS_HOUSTONASTROS,2021-03-01,MLB,Washington Nationals,Houston Astros,6.0,7.0,Final,,
MLB_20210301_TAMPABAYRAYS_MINNESOTATWINS,2021-03-01,MLB,Tampa Bay Rays,Minnesota Twins,5.0,6.0,Final,,
MLB_20210301_PHILADELPHIAPHILLIES_BALTIMOREORIOLES,2021-03-01,MLB,Philadelphia Phillies,Baltimore Orioles,4.0,4.0,Final,,
MLB_20210301_BOSTONREDSOX_ATLANTABRAVES,2021-03-01,MLB,Boston Red Sox,Atlanta Braves,3.0,5.0,Final,,
MLB_20210301_MIAMIMARLINS_NEWYORKMETS,2021-03-01,MLB,Miami Marlins,New York Mets,2.0,0.0,Final,,
MLB_20210301_NEWYORKYANKEES_DETROITTIGERS,2021-03-01,MLB,New York Yankees,Detroit Tigers,5.0,4.0,Final,,
MLB_20210301_TORONTOBLUEJAYS_PITTSBURGHPIRATES,2021-03-01,MLB,Toronto Blue Jays,Pittsburgh Pirates,2.0,2.0,Final,,
MLB_20210301_LOSANGELESDODGERS_COLORADOROCKIES,2021-03-01,MLB,Los Angeles Dodgers,Colorado Rockies,10.0,0.0,Final,,
MLB_20210301_OAKLANDATHLETICS_CINCINNATIREDS,2021-03-01,MLB,Oakland Athletics,Cincinnati Reds,13.0,5.0,Final,,
MLB_20210301_TEXASRANGERS_SANFRANCISCOGIANTS,2021-03-01,MLB,Texas Rangers,San Francisco Giants,1.0,1.0,Final,,
MLB_20210301_SANDIEGOPADRES_CHICAGOCUBS,2021-03-01,MLB,San Diego Padres,Chicago Cubs,0.0,1.0,Final,,
MLB_20210301_ARIZONADIAMONDBACKS_MILWAUKEEBREWERS,2021-03-01,MLB,Arizona Diamondbacks,Milwaukee Brewers,1.0,7.0,Final,,
MLB_20210302_MIAMIMARLINS_STLOUISCARDINALS,2021-03-02,MLB,Miami Marlins,St. Louis Cardinals,0.0,0.0,Final,,
MLB_20210302_PITTSBURGHPIRATES_DETROITTIGERS,2021-03-02,MLB,Pittsburgh Pirates,Detroit Tigers,1.0,6.0,Final,,
MLB_20210302_BOSTONREDSOX_TAMPABAYRAYS,2021-03-02,MLB,Boston Red Sox,Tampa Bay Rays,9.0,3.0,Final,,
MLB_20210302_ATLANTABRAVES_MINNESOTATWINS,2021-03-02,MLB,Atlanta Braves,Minnesota Twins,6.0,0.0,Final,,
MLB_20210302_BALTIMOREORIOLES_NEWYORKYANKEES,2021-03-02,MLB,Baltimore Orioles,New York Yankees,2.0,4.0,Final,,
MLB_20210302_TORONTOBLUEJAYS_PHILADELPHIAPHILLIES,2021-03-02,MLB,Toronto Blue Jays,Philadelphia Phillies,4.0,2.0,Final,,
MLB_20210302_NEWYORKMETS_HOUSTONASTROS,2021-03-02,MLB,New York Mets,Houston Astros,2.0,0.0,Final,,
MLB_20210302_CHICAGOCUBS_KANSASCITYROYALS,2021-03-02,MLB,Chicago Cubs,Kansas City Royals,3.0,2.0,Final,,
MLB_20210302_CHICAGOWHITESOX_TEXASRANGERS,2021-03-02,MLB,Chicago White Sox,Texas Rangers,5.0,5.0,Final,,
MLB_20210302_ARIZONADIAMONDBACKS_SANDIEGOPADRES,2021-03-02,MLB,Arizona Diamondbacks,San Diego Padres,2.0,7.0,Final,,
MLB_20210302_MILWAUKEEBREWERS_OAKLANDATHLETICS,2021-03-02,MLB,Milwaukee Brewers,Oakland Athletics,1.0,2.0,Final,,
MLB_20210302_CINCINNATIREDS_LOSANGELESANGELS,2021-03-02,MLB,Cincinnati Reds,Los Angeles Angels,7.0,5.0,Final,,
MLB_20210302_SANFRANCISCOGIANTS_LOSANGELESDODGERS,2021-03-02,MLB,San Francisco Giants,Los Angeles Dodgers,1.0,1.0,Final,,
MLB_20210303_LOSANGELESDODGERS_CINCINNATIREDS,2021-03-03,MLB,Los Angeles Dodgers,Cincinnati Reds,4.0,4.0,Final,,
MLB_20210303_STLOUISCARDINALS_NEWYORKMETS,2021-03-03,MLB,St. Louis Cardinals,New York Mets,14.0,9.0,Final,,
MLB_20210303_TAMPABAYRAYS_PITTSBURGHPIRATES,2021-03-03,MLB,Tampa Bay Rays,Pittsburgh Pirates,3.0,1.0,Final,,
MLB_20210303_MINNESOTATWINS_BOSTONREDSOX,2021-03-03,MLB,Minnesota Twins,Boston Red Sox,6.0,14.0,Final,,
MLB_20210303_DETROITTIGERS_PHILADELPHIAPHILLIES,2021-03-03,MLB,Detroit Tigers,Philadelphia Phillies,2.0,4.0,Final,,
MLB_20210303_ATLANTABRAVES_BALTIMOREORIOLES,2021-03-03,MLB,Atlanta Braves,Baltimore Orioles,1.0,8.0,Final,,
MLB_20210303_WASHINGTONNATIONALS_MIAMIMARLINS,2021-03-03,MLB,Washington Nationals,Miami Marlins,5.0,8.0,Final,,
MLB_20210303_CHICAGOCUBS_SEATTLEMARINERS,2021-03-03,MLB,Chicago Cubs,Seattle Mariners,8.0,8.0,Final,,
MLB_20210303_KANSASCITYROYALS_CHICAGOWHITESOX,2021-03-03,MLB,Kansas City Royals,Chicago White Sox,6.0,5.0,Final,,
MLB_20210303_COLORADOROCKIES_OAKLANDATHLETICS,2021-03-03,MLB,Colorado Rockies,Oakland Athletics,10.0,7.0,Final,,
MLB_20210303_LOSANGELESANGELS_TEXASRANGERS,2021-03-03,MLB,Los Angeles Angels,Texas Rangers,6.0,2.0,Final,,
MLB_20210303_SANDIEGOPADRES_MILWAUKEEBREWERS,2021-03-03,MLB,San Diego Padres,Milwaukee Brewers,5.0,8.0,Final,,
MLB_20210303_NEWYORKYANKEES_TORONTOBLUEJAYS,2021-03-03,MLB,New York Yankees,Toronto Blue Jays,4.0,1.0,Final,,
MLB_20210304_CINCINNATIREDS_KANSASCITYROYALS,2021-03-04,MLB,Cincinnati Reds,Kansas City Royals,3.0,5.0,Final,,
MLB_20210304_BALTIMOREORIOLES_BOSTONREDSOX,2021-03-04,MLB,Baltimore Orioles,Boston Red Sox,6.0,3.0,Final,,
MLB_20210304_DETROITTIGERS_TORONTOBLUEJAYS,2021-03-04,MLB,Detroit Tigers,Toronto Blue Jays,8.0,2.0,Final,,
MLB_20210304_MINNESOTATWINS_TAMPABAYRAYS,2021-03-04,MLB,Minnesota Twins,Tampa Bay Rays,2.0,5.0,Final,,
MLB_20210304_PITTSBURGHPIRATES_ATLANTABRAVES,2021-03-04,MLB,Pittsburgh Pirates,Atlanta Braves,6.0,1.0,Final,,
MLB_20210304_PHILADELPHIAPHILLIES_NEWYORKYANKEES,2021-03-04,MLB,Philadelphia Phillies,New York Yankees,15.0,0.0,Final,,
MLB_20210304_NEWYORKMETS_WASHINGTONNATIONALS,2021-03-04,MLB,New York Mets,Washington Nationals,8.0,4.0,Final,,
MLB_20210304_TEXASRANGERS_SANDIEGOPADRES,2021-03-04,MLB,Texas Rangers,San Diego Padres,5.0,3.0,Final,,
MLB_20210304_SANFRANCISCOGIANTS_CHICAGOWHITESOX,2021-03-04,MLB,San Francisco Giants,Chicago White Sox,3.0,1.0,Final,,
MLB_20210304_ARIZONADIAMONDBACKS_LOSANGELESANGELS,2021-03-04,MLB,Arizona Diamondbacks,Los Angeles Angels,9.0,2.0,Final,,
MLB_20210304_SEATTLEMARINERS_COLORADOROCKIES,2021-03-04,MLB,Seattle Mariners,Colorado Rockies,9.0,9.0,Final,,
MLB_20210304_HOUSTONASTROS_STLOUISCARDINALS,2021-03-04,MLB,Houston Astros,St. Louis Cardinals,14.0,0.0,Final,,
MLB_20210304_LOSANGELESDODGERS_CHICAGOCUBS,2021-03-04,MLB,Los Angeles Dodgers,Chicago Cubs,0.0,7.0,Final,,
MLB_20210305_WASHINGTONNATIONALS_STLOUISCARDINALS,2021-03-05,MLB,Washington Nationals,St. Louis Cardinals,7.0,6.0,Final,,
MLB_20210305_BOSTONREDSOX_TAMPABAYRAYS,2021-03-05,MLB,Boston Red Sox,Tampa Bay Rays,6.0,5.0,Final,,
MLB_20210305_PHILADELPHIAPHILLIES_PITTSBURGHPIRATES,2021-03-05,MLB,Philadelphia Phillies,Pittsburgh Pirates,3.0,0.0,Final,,
MLB_20210305_ATLANTABRAVES_MINNESOTATWINS,2021-03-05,MLB,Atlanta Braves,Minnesota Twins,4.0,0.0,Final,,
MLB_20210305_SANDIEGOPADRES_SANFRANCISCOGIANTS,2021-03-05,MLB,San Diego Padres,San Francisco Giants,9.0,3.0,Final,,
MLB_20210305_MIAMIMARLINS_HOUSTONASTROS,2021-03-05,MLB,Miami Marlins,Houston Astros,1.0,0.0,Final,,
MLB_20210305_NEWYORKYANKEES_DETROITTIGERS,2021-03-05,MLB,New York Yankees,Detroit Tigers,1.0,1.0,Final,,
MLB_20210305_TORONTOBLUEJAYS_BALTIMOREORIOLES,2021-03-05,MLB,Toronto Blue Jays,Baltimore Orioles,13.0,4.0,Final,,
MLB_20210305_KANSASCITYROYALS_LOSANGELESDODGERS,2021-03-05,MLB,Kansas City Royals,Los Angeles Dodgers,5.0,7.0,Final,,
MLB_20210305_OAKLANDATHLETICS_LOSANGELESANGELS,2021-03-05,MLB,Oakland Athletics,Los Angeles Angels,3.0,7.0,Final,,
MLB_20210305_CHICAGOWHITESOX_SEATTLEMARINERS,2021-03-05,MLB,Chicago White Sox,Seattle Mariners,2.0,2.0,Final,,
MLB_20210305_COLORADOROCKIES_MILWAUKEEBREWERS,2021-03-05,MLB,Colorado Rockies,Milwaukee Brewers,3.0,12.0,Final,,
MLB_20210305_CINCINNATIREDS_ARIZONADIAMONDBACKS,2021-03-05,MLB,Cincinnati Reds,Arizona Diamondbacks,3.0,5.0,Final,,
MLB_20210306_TORONTOBLUEJAYS_PHILADELPHIAPHILLIES,2021-03-06,MLB,Toronto Blue Jays,Philadelphia Phillies,7.0,1.0,Final,,
MLB_20210306_HOUSTONASTROS_NEWYORKMETS,2021-03-06,MLB,Houston Astros,New York Mets,1.0,6.0,Final,,
MLB_20210306_MIAMIMARLINS_WASHINGTONNATIONALS,2021-03-06,MLB,Miami Marlins,Washington Nationals,3.0,5.0,Final,,
MLB_20210306_PITTSBURGHPIRATES_NEWYORKYANKEES,2021-03-06,MLB,Pittsburgh Pirates,New York Yankees,3.0,2.0,Final,,
MLB_20210306_LOSANGELESDODGERS_SANDIEGOPADRES,2021-03-06,MLB,Los Angeles Dodgers,San Diego Padres,1.0,2.0,Final,,
MLB_20210306_SANFRANCISCOGIANTS_KANSASCITYROYALS,2021-03-06,MLB,San Francisco Giants,Kansas City Royals,6.0,8.0,Final,,
MLB_20210306_LOSANGELESANGELS_COLORADOROCKIES,2021-03-06,MLB,Los Angeles Angels,Colorado Rockies,2.0,8.0,Final,,
MLB_20210306_SEATTLEMARINERS_OAKLANDATHLETICS,2021-03-06,MLB,Seattle Mariners,Oakland Athletics,1.0,1.0,Final,,
MLB_20210306_ARIZONADIAMONDBACKS_TEXASRANGERS,2021-03-06,MLB,Arizona Diamondbacks,Texas Rangers,6.0,7.0,Final,,
MLB_20210306_MILWAUKEEBREWERS_CHICAGOCUBS,2021-03-06,MLB,Milwaukee Brewers,Chicago Cubs,1.0,3.0,Final,,
MLB_20210306_BALTIMOREORIOLES_DETROITTIGERS,2021-03-06,MLB,Baltimore Orioles,Detroit Tigers,5.0,6.0,Final,,
MLB_20210306_BOSTONREDSOX_MINNESOTATWINS,2021-03-06,MLB,Boston Red Sox,Minnesota Twins,,,Final,,
MLB_20210306_TAMPABAYRAYS_ATLANTABRAVES,2021-03-06,MLB,Tampa Bay Rays,Atlanta Braves,,,Final,,
MLB_20210307_LOSANGELESANGELS_SEATTLEMARINERS,2021-03-07,MLB,Los Angeles Angels,Seattle Mariners,6.0,2.0,Final,,
MLB_20210307_PITTSBURGHPIRATES_BALTIMOREORIOLES,2021-03-07,MLB,Pittsburgh Pirates,Baltimore Orioles,13.0,1.0,Final,,
MLB_20210307_STLOUISCARDINALS_HOUSTONASTROS,2021-03-07,MLB,St. Louis Cardinals,Houston Astros,8.0,5.0,Final,,
MLB_20210307_DETROITTIGERS_TORONTOBLUEJAYS,2021-03-07,MLB,Detroit Tigers,Toronto Blue Jays,5.0,1.0,Final,,
MLB_20210307_MINNESOTATWINS_TAMPABAYRAYS,2021-03-07,MLB,Minnesota Twins,Tampa Bay Rays,8.0,4.0,Final,,
MLB_20210307_ATLANTABRAVES_BOSTONREDSOX,2021-03-07,MLB,Atlanta Braves,Boston Red Sox,5.0,4.0,Final,,
MLB_20210307_NEWYORKYANKEES_PHILADELPHIAPHILLIES,2021-03-07,MLB,New York Yankees,Philadelphia Phillies,4.0,0.0,Final,,
MLB_20210307_NEWYORKMETS_MIAMIMARLINS,2021-03-07,MLB,New York Mets,Miami Marlins,4.0,4.0,Final,,
MLB_20210307_CINCINNATIREDS_SANFRANCISCOGIANTS,2021-03-07,MLB,Cincinnati Reds,San Francisco Giants,4.0,9.0,Final,,
MLB_20210307_TEXASRANGERS_LOSANGELESDODGERS,2021-03-07,MLB,Texas Rangers,Los Angeles Dodgers,4.0,3.0,Final,,
MLB_20210307_CHICAGOWHITESOX_COLORADOROCKIES,2021-03-07,MLB,Chicago White Sox,Colorado Rockies,0.0,1.0,Final,,
MLB_20210307_ARIZONADIAMONDBACKS_CHICAGOCUBS,2021-03-07,MLB,Arizona Diamondbacks,Chicago Cubs,5.0,4.0,Final,,
MLB_20210307_SANDIEGOPADRES_KANSASCITYROYALS,2021-03-07,MLB,San Diego Padres,Kansas City Royals,3.0,4.0,Final,,
MLB_20210308_COLORADOROCKIES_CINCINNATIREDS,2021-03-08,MLB,Colorado Rockies,Cincinnati Reds,4.0,6.0,Final,,
MLB_20210308_WASHINGTONNATIONALS_NEWYORKMETS,2021-03-08,MLB,Washington Nationals,New York Mets,9.0,5.0,Final,,
MLB_20210308_STLOUISCARDINALS_MIAMIMARLINS,2021-03-08,MLB,St. Louis Cardinals,Miami Marlins,7.0,7.0,Final,,
MLB_20210308_KANSASCITYROYALS_OAKLANDATHLETICS,2021-03-08,MLB,Kansas City Royals,Oakland Athletics,10.0,3.0,Final,,
MLB_20210308_SANFRANCISCOGIANTS_ARIZONADIAMONDBACKS,2021-03-08,MLB,San Francisco Giants,Arizona Diamondbacks,2.0,2.0,Final,,
MLB_20210308_CHICAGOCUBS_TEXASRANGERS,2021-03-08,MLB,Chicago Cubs,Texas Rangers,9.0,0.0,Final,,
MLB_20210308_LOSANGELESDODGERS_CHICAGOWHITESOX,2021-03-08,MLB,Los Angeles Dodgers,Chicago White Sox,8.0,0.0,Final,,
MLB_20210308_MILWAUKEEBREWERS_LOSANGELESANGELS,2021-03-08,MLB,Milwaukee Brewers,Los Angeles Angels,10.0,9.0,Final,,
MLB_20210309_MILWAUKEEBREWERS_SANFRANCISCOGIANTS,2021-03-09,MLB,Milwaukee Brewers,San Francisco Giants,13.0,7.0,Final,,
MLB_20210309_TAMPABAYRAYS_BOSTONREDSOX,2021-03-09,MLB,Tampa Bay Rays,Boston Red Sox,11.0,3.0,Final,,
MLB_20210309_MINNESOTATWINS_BALTIMOREORIOLES,2021-03-09,MLB,Minnesota Twins,Baltimore Orioles,1.0,0.0,Final,,
MLB_20210309_ATLANTABRAVES_PITTSBURGHPIRATES,2021-03-09,MLB,Atlanta Braves,Pittsburgh Pirates,1.0,10.0,Final,,
MLB_20210309_DETROITTIGERS_NEWYORKYANKEES,2021-03-09,MLB,Detroit Tigers,New York Yankees,6.0,5.0,Final,,
MLB_20210309_CINCINNATIREDS_LOSANGELESDODGERS,2021-03-09,MLB,Cincinnati Reds,Los Angeles Dodgers,3.0,5.0,Final,,
MLB_20210309_TORONTOBLUEJAYS_PHILADELPHIAPHILLIES,2021-03-09,MLB,Toronto Blue Jays,Philadelphia Phillies,4.0,1.0,Final,,
MLB_20210309_NEWYORKMETS_STLOUISCARDINALS,2021-03-09,MLB,New York Mets,St. Louis Cardinals,5.0,3.0,Final,,
MLB_20210309_CHICAGOCUBS_OAKLANDATHLETICS,2021-03-09,MLB,Chicago Cubs,Oakland Athletics,9.0,8.0,Final,,
MLB_20210309_CHICAGOWHITESOX_SANDIEGOPADRES,2021-03-09,MLB,Chicago White Sox,San Diego Padres,2.0,4.0,Final,,
MLB_20210309_ARIZONADIAMONDBACKS_COLORADOROCKIES,2021-03-09,MLB,Arizona Diamondbacks,Colorado Rockies,4.0,11.0,Final,,
MLB_20210309_SEATTLEMARINERS_KANSASCITYROYALS,2021-03-09,MLB,Seattle Mariners,Kansas City Royals,6.0,3.0,Final,,
MLB_20210309_HOUSTONASTROS_WASHINGTONNATIONALS,2021-03-09,MLB,Houston Astros,Washington Nationals,4.0,4.0,Final,,
MLB_20210310_SEATTLEMARINERS_TEXASRANGERS,2021-03-10,MLB,Seattle Mariners,Texas Rangers,5.0,17.0,Final,,
MLB_20210310_WASHINGTONNATIONALS_STLOUISCARDINALS,2021-03-10,MLB,Washington Nationals,St. Louis Cardinals,3.0,2.0,Final,,
MLB_20210310_BALTIMOREORIOLES_TORONTOBLUEJAYS,2021-03-10,MLB,Baltimore Orioles,Toronto Blue Jays,4.0,3.0,Final,,
MLB_20210310_TAMPABAYRAYS_MINNESOTATWINS,2021-03-10,MLB,Tampa Bay Rays,Minnesota Twins,2.0,6.0,Final,,
MLB_20210310_PHILADELPHIAPHILLIES_DETROITTIGERS,2021-03-10,MLB,Philadelphia Phillies,Detroit Tigers,6.0,4.0,Final,,
MLB_20210310_BOSTONREDSOX_ATLANTABRAVES,2021-03-10,MLB,Boston Red Sox,Atlanta Braves,5.0,3.0,Final,,
MLB_20210310_KANSASCITYROYALS_CINCINNATIREDS,2021-03-10,MLB,Kansas City Royals,Cincinnati Reds,9.0,3.0,Final,,
MLB_20210310_SANFRANCISCOGIANTS_CHICAGOCUBS,2021-03-10,MLB,San Francisco Giants,Chicago Cubs,7.0,6.0,Final,,
MLB_20210310_OAKLANDATHLETICS_MILWAUKEEBREWERS,2021-03-10,MLB,Oakland Athletics,Milwaukee Brewers,9.0,1.0,Final,,
MLB_20210310_COLORADOROCKIES_SANDIEGOPADRES,2021-03-10,MLB,Colorado Rockies,San Diego Padres,7.0,5.0,Final,,
MLB_20210310_MIAMIMARLINS_HOUSTONASTROS,2021-03-10,MLB,Miami Marlins,Houston Astros,4.0,4.0,Final,,
MLB_20210310_NEWYORKYANKEES_PITTSBURGHPIRATES,2021-03-10,MLB,New York Yankees,Pittsburgh Pirates,6.0,5.0,Final,,
MLB_20210310_LOSANGELESDODGERS_ARIZONADIAMONDBACKS,2021-03-10,MLB,Los Angeles Dodgers,Arizona Diamondbacks,3.0,2.0,Final,,
MLB_20210311_LOSANGELESDODGERS_SEATTLEMARINERS,2021-03-11,MLB,Los Angeles Dodgers,Seattle Mariners,4.0,4.0,Final,,
MLB_20210311_PITTSBURGHPIRATES_BALTIMOREORIOLES,2021-03-11,MLB,Pittsburgh Pirates,Baltimore Orioles,7.0,5.0,Final,,
MLB_20210311_CINCINNATIREDS_CHICAGOWHITESOX,2021-03-11,MLB,Cincinnati Reds,Chicago White Sox,7.0,4.0,Final,,
MLB_20210311_MINNESOTATWINS_BOSTONREDSOX,2021-03-11,MLB,Minnesota Twins,Boston Red Sox,4.0,5.0,Final,,
MLB_20210311_ATLANTABRAVES_TAMPABAYRAYS,2021-03-11,MLB,Atlanta Braves,Tampa Bay Rays,2.0,0.0,Final,,
MLB_20210311_MIAMIMARLINS_WASHINGTONNATIONALS,2021-03-11,MLB,Miami Marlins,Washington Nationals,1.0,1.0,Final,,
MLB_20210311_PHILADELPHIAPHILLIES_NEWYORKYANKEES,2021-03-11,MLB,Philadelphia Phillies,New York Yankees,1.0,6.0,Final,,
MLB_20210311_TORONTOBLUEJAYS_DETROITTIGERS,2021-03-11,MLB,Toronto Blue Jays,Detroit Tigers,10.0,6.0,Final,,
MLB_20210311_TEXASRANGERS_OAKLANDATHLETICS,2021-03-11,MLB,Texas Rangers,Oakland Athletics,0.0,6.0,Final,,
MLB_20210311_COLORADOROCKIES_CHICAGOCUBS,2021-03-11,MLB,Colorado Rockies,Chicago Cubs,6.0,8.0,Final,,
MLB_20210311_LOSANGELESANGELS_SANFRANCISCOGIANTS,2021-03-11,MLB,Los Angeles Angels,San Francisco Giants,5.0,4.0,Final,,
MLB_20210311_MILWAUKEEBREWERS_KANSASCITYROYALS,2021-03-11,MLB,Milwaukee Brewers,Kansas City Royals,2.0,4.0,Final,,
MLB_20210311_HOUSTONASTROS_NEWYORKMETS,2021-03-11,MLB,Houston Astros,New York Mets,0.0,1.0,Final,,
MLB_20210312_TEXASRANGERS_CHICAGOWHITESOX,2021-03-12,MLB,Texas Rangers,Chicago White Sox,3.0,2.0,Final,,
MLB_20210312_LOSANGELESANGELS_ARIZONADIAMONDBACKS,2021-03-12,MLB,Los Angeles Angels,Arizona Diamondbacks,4.0,3.0,Final,,
MLB_20210312_MINNESOTATWINS_ATLANTABRAVES,2021-03-12,MLB,Minnesota Twins,Atlanta Braves,5.0,8.0,Final,,
MLB_20210312_BOSTONREDSOX_TAMPABAYRAYS,2021-03-12,MLB,Boston Red Sox,Tampa Bay Rays,8.0,2.0,Final,,
MLB_20210312_PITTSBURGHPIRATES_TORONTOBLUEJAYS,2021-03-12,MLB,Pittsburgh Pirates,Toronto Blue Jays,2.0,1.0,Final,,
MLB_20210312_SEATTLEMARINERS_CINCINNATIREDS,2021-03-12,MLB,Seattle Mariners,Cincinnati Reds,4.0,3.0,Final,,
MLB_20210312_BALTIMOREORIOLES_PHILADELPHIAPHILLIES,2021-03-12,MLB,Baltimore Orioles,Philadelphia Phillies,2.0,6.0,Final,,
MLB_20210312_DETROITTIGERS_NEWYORKYANKEES,2021-03-12,MLB,Detroit Tigers,New York Yankees,2.0,4.0,Final,,
MLB_20210312_NEWYORKMETS_MIAMIMARLINS,2021-03-12,MLB,New York Mets,Miami Marlins,2.0,4.0,Final,,
MLB_20210312_OAKLANDATHLETICS_SANDIEGOPADRES,2021-03-12,MLB,Oakland Athletics,San Diego Padres,5.0,4.0,Final,,
MLB_20210312_SANFRANCISCOGIANTS_COLORADOROCKIES,2021-03-12,MLB,San Francisco Giants,Colorado Rockies,9.0,8.0,Final,,
MLB_20210312_STLOUISCARDINALS_HOUSTONASTROS,2021-03-12,MLB,St. Louis Cardinals,Houston Astros,4.0,3.0,Final,,
MLB_20210312_CHICAGOCUBS_MILWAUKEEBREWERS,2021-03-12,MLB,Chicago Cubs,Milwaukee Brewers,3.0,8.0,Final,,
MLB_20210313_TAMPABAYRAYS_MINNESOTATWINS,2021-03-13,MLB,Tampa Bay Rays,Minnesota Twins,0.0,1.0,Final,,
MLB_20210313_PHILADELPHIAPHILLIES_DETROITTIGERS,2021-03-13,MLB,Philadelphia Phillies,Detroit Tigers,9.0,3.0,Final,,
MLB_20210313_BOSTONREDSOX_ATLANTABRAVES,2021-03-13,MLB,Boston Red Sox,Atlanta Braves,7.0,2.0,Final,,
MLB_20210313_NEWYORKYANKEES_PITTSBURGHPIRATES,2021-03-13,MLB,New York Yankees,Pittsburgh Pirates,7.0,5.0,Final,,
MLB_20210313_TORONTOBLUEJAYS_BALTIMOREORIOLES,2021-03-13,MLB,Toronto Blue Jays,Baltimore Orioles,5.0,0.0,Final,,
MLB_20210313_KANSASCITYROYALS_CHICAGOCUBS,2021-03-13,MLB,Kansas City Royals,Chicago Cubs,10.0,2.0,Final,,
MLB_20210313_CHICAGOWHITESOX_LOSANGELESANGELS,2021-03-13,MLB,Chicago White Sox,Los Angeles Angels,6.0,5.0,Final,,
MLB_20210313_SANDIEGOPADRES_ARIZONADIAMONDBACKS,2021-03-13,MLB,San Diego Padres,Arizona Diamondbacks,3.0,6.0,Final,,
MLB_20210313_COLORADOROCKIES_SEATTLEMARINERS,2021-03-13,MLB,Colorado Rockies,Seattle Mariners,2.0,1.0,Final,,
MLB_20210313_MILWAUKEEBREWERS_TEXASRANGERS,2021-03-13,MLB,Milwaukee Brewers,Texas Rangers,4.0,4.0,Final,,
MLB_20210313_WASHINGTONNATIONALS_NEWYORKMETS,2021-03-13,MLB,Washington Nationals,New York Mets,4.0,3.0,Final,,
MLB_20210313_MIAMIMARLINS_STLOUISCARDINALS,2021-03-13,MLB,Miami Marlins,St. Louis Cardinals,4.0,6.0,Final,,
MLB_20210313_CINCINNATIREDS_OAKLANDATHLETICS,2021-03-13,MLB,Cincinnati Reds,Oakland Athletics,2.0,5.0,Final,,
MLB_20210314_LOSANGELESDODGERS_KANSASCITYROYALS,2021-03-14,MLB,Los Angeles Dodgers,Kansas City Royals,4.0,8.0,Final,,
MLB_20210314_DETROITTIGERS_BALTIMOREORIOLES,2021-03-14,MLB,Detroit Tigers,Baltimore Orioles,5.0,1.0,Final,,
MLB_20210314_HOUSTONASTROS_WASHINGTONNATIONALS,2021-03-14,MLB,Houston Astros,Washington Nationals,5.0,0.0,Final,,
MLB_20210314_MINNESOTATWINS_BOSTONREDSOX,2021-03-14,MLB,Minnesota Twins,Boston Red Sox,5.0,5.0,Final,,
MLB_20210314_PITTSBURGHPIRATES_PHILADELPHIAPHILLIES,2021-03-14,MLB,Pittsburgh Pirates,Philadelphia Phillies,5.0,6.0,Final,,
MLB_20210314_ATLANTABRAVES_TAMPABAYRAYS,2021-03-14,MLB,Atlanta Braves,Tampa Bay Rays,8.0,7.0,Final,,
MLB_20210314_TORONTOBLUEJAYS_NEWYORKYANKEES,2021-03-14,MLB,Toronto Blue Jays,New York Yankees,1.0,5.0,Final,,
MLB_20210314_NEWYORKMETS_STLOUISCARDINALS,2021-03-14,MLB,New York Mets,St. Louis Cardinals,7.0,5.0,Final,,
